# SHiP HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# The SHiP upper branch is sampled with an extrema window and
# short sparse-raster gaps are log-interpolated from neighboring
# visible upper-edge pixels to avoid artificial branch toggles.
# mass_GeV  u2_min  u2_max
1.8460  1.850e-10  9.609e-04
1.8480  1.850e-10  9.609e-04
1.8500  1.863e-10  9.609e-04
1.8516  1.863e-10  9.609e-04
1.8520  1.863e-10  9.609e-04
1.8540  1.863e-10  9.609e-04
1.8560  1.875e-10  9.609e-04
1.8580  1.875e-10  9.609e-04
1.8600  1.875e-10  9.609e-04
1.8620  1.888e-10  9.609e-04
1.8640  1.888e-10  9.609e-04
1.8660  1.901e-10  9.609e-04
1.8680  1.901e-10  9.609e-04
1.8700  1.901e-10  9.609e-04
1.8720  1.915e-10  9.609e-04
1.8740  1.915e-10  9.609e-04
1.8760  1.915e-10  9.609e-04
1.8780  1.915e-10  9.609e-04
1.8800  1.915e-10  9.609e-04
1.8820  1.915e-10  9.609e-04
1.8840  1.915e-10  9.609e-04
1.8860  1.915e-10  9.609e-04
1.8873  1.915e-10  5.911e-04
1.8880  1.915e-10  5.911e-04
1.8900  1.915e-10  5.911e-04
1.8920  1.915e-10  5.911e-04
1.8940  1.915e-10  5.911e-04
1.8960  1.915e-10  5.911e-04
1.8980  1.915e-10  5.911e-04
1.9000  1.915e-10  5.911e-04
1.9020  1.915e-10  5.911e-04
1.9040  1.915e-10  5.911e-04
1.9060  1.915e-10  5.911e-04
1.9080  1.915e-10  5.911e-04
1.9100  1.915e-10  5.911e-04
1.9120  1.915e-10  5.911e-04
1.9140  1.915e-10  5.911e-04
1.9160  1.915e-10  5.911e-04
1.9180  1.915e-10  5.911e-04
1.9200  1.915e-10  5.911e-04
1.9220  1.915e-10  5.911e-04
1.9237  1.915e-10  5.911e-04
1.9240  1.915e-10  5.911e-04
1.9260  1.915e-10  5.911e-04
1.9280  1.915e-10  5.911e-04
1.9300  1.915e-10  5.911e-04
1.9320  1.915e-10  5.911e-04
1.9340  1.915e-10  5.911e-04
1.9360  1.915e-10  5.911e-04
1.9380  1.915e-10  5.911e-04
1.9400  1.915e-10  5.911e-04
1.9420  1.915e-10  5.911e-04
1.9440  1.915e-10  5.911e-04
1.9460  1.915e-10  5.911e-04
1.9480  1.915e-10  5.911e-04
1.9500  1.915e-10  5.911e-04
1.9520  1.915e-10  5.911e-04
1.9540  1.915e-10  5.911e-04
1.9560  1.915e-10  5.911e-04
1.9580  1.915e-10  5.911e-04
1.9600  1.915e-10  5.911e-04
1.9607  1.915e-10  5.911e-04
1.9620  1.920e-10  5.911e-04
1.9640  1.920e-10  5.911e-04
1.9660  1.920e-10  5.911e-04
1.9680  1.927e-10  5.911e-04
1.9700  1.927e-10  5.911e-04
1.9720  1.927e-10  5.911e-04
1.9740  1.938e-10  5.911e-04
1.9760  1.938e-10  5.911e-04
1.9780  1.952e-10  5.911e-04
1.9800  1.952e-10  5.911e-04
1.9820  1.952e-10  5.911e-04
1.9840  1.957e-10  5.911e-04
1.9860  1.957e-10  5.911e-04
1.9880  1.957e-10  5.911e-04
1.9900  1.963e-10  5.911e-04
1.9920  1.963e-10  5.911e-04
1.9940  1.963e-10  5.911e-04
1.9960  1.972e-10  5.911e-04
1.9980  1.972e-10  5.911e-04
1.9985  1.972e-10  5.911e-04
2.0000  1.984e-10  5.911e-04
2.0370  2.109e-10  5.911e-04
2.0762  5.835e-09  5.784e-04
2.1162  5.856e-09  5.672e-04
2.1569  5.186e-09  5.338e-04
2.1985  5.186e-09  4.952e-04
2.2408  5.186e-09  4.793e-04
2.2840  5.186e-09  4.433e-04
2.3279  5.186e-09  4.161e-04
2.3728  5.186e-09  4.081e-04
2.4185  5.207e-09  3.967e-04
2.4651  5.239e-09  1.652e-04
2.5125  5.276e-09  1.602e-04
2.5609  5.331e-09  1.523e-04
2.6103  5.447e-09  1.407e-04
2.6605  5.609e-09  1.311e-04
2.7118  5.827e-09  1.187e-04
2.7640  6.086e-09  1.078e-04
2.8172  6.246e-09  1.035e-04
2.8715  6.377e-09  9.568e-05
2.9268  6.538e-09  9.214e-05
2.9831  6.654e-09  9.119e-05
3.0406  1.353e-08  3.944e-05
3.0992  1.353e-08  3.715e-05
3.1588  1.344e-08  3.474e-05
3.2197  1.319e-08  3.276e-05
3.2817  1.283e-08  3.008e-05
3.3449  1.244e-08  2.773e-05
3.4093  1.216e-08  2.592e-05
3.4750  1.196e-08  2.428e-05
3.5419  1.178e-08  2.297e-05
3.6101  1.163e-08  2.225e-05
3.6796  1.161e-08  9.824e-06
3.7505  1.161e-08  9.351e-06
3.8227  1.161e-08  8.734e-06
3.8964  1.161e-08  8.130e-06
3.9714  1.161e-08  7.509e-06
4.0479  1.082e-08  6.895e-06
4.1258  1.070e-08  6.480e-06
4.2053  1.070e-08  6.037e-06
4.2863  1.070e-08  5.659e-06
4.3689  1.070e-08  5.450e-06
4.4530  1.070e-08  2.260e-06
4.5388  1.070e-08  2.102e-06
4.6262  1.089e-08  1.930e-06
4.7153  1.121e-08  1.790e-06
4.8000  1.178e-08  1.682e-06
4.8050  1.178e-08  1.682e-06
4.8061  1.178e-08  1.682e-06
4.8100  1.189e-08  1.668e-06
4.8150  1.189e-08  1.668e-06
4.8200  1.189e-08  1.668e-06
4.8250  1.200e-08  1.653e-06
4.8300  1.200e-08  1.653e-06
4.8350  1.200e-08  1.653e-06
4.8400  1.212e-08  1.636e-06
4.8450  1.212e-08  1.636e-06
4.8500  1.225e-08  1.617e-06
4.8550  1.225e-08  1.617e-06
4.8600  1.225e-08  1.617e-06
4.8650  1.239e-08  1.598e-06
4.8700  1.239e-08  1.598e-06
4.8750  1.239e-08  1.598e-06
4.8800  1.252e-08  1.579e-06
4.8850  1.252e-08  1.579e-06
4.8900  1.252e-08  1.579e-06
4.8950  1.266e-08  1.560e-06
4.8986  1.266e-08  1.560e-06
4.9000  1.266e-08  1.560e-06
4.9050  1.279e-08  1.541e-06
4.9100  1.279e-08  1.541e-06
4.9150  1.279e-08  1.541e-06
4.9200  1.292e-08  1.522e-06
4.9250  1.292e-08  1.522e-06
4.9300  1.292e-08  1.522e-06
4.9350  1.304e-08  1.504e-06
4.9400  1.304e-08  1.504e-06
4.9450  1.315e-08  1.485e-06
4.9500  1.315e-08  1.485e-06
4.9550  1.315e-08  1.485e-06
4.9600  1.325e-08  1.467e-06
4.9650  1.325e-08  1.467e-06
4.9700  1.325e-08  1.467e-06
4.9750  1.337e-08  1.449e-06
4.9800  1.337e-08  1.449e-06
4.9850  1.337e-08  1.449e-06
4.9900  1.348e-08  1.432e-06
4.9930  1.348e-08  1.432e-06
4.9950  1.348e-08  1.432e-06
5.0000  1.348e-08  1.432e-06
5.0050  1.358e-08  1.414e-06
5.0100  1.358e-08  1.414e-06
5.0150  1.366e-08  1.397e-06
5.0200  1.366e-08  1.397e-06
5.0250  1.366e-08  1.397e-06
5.0300  1.373e-08  1.381e-06
5.0350  1.373e-08  1.381e-06
5.0400  1.373e-08  1.381e-06
5.0450  1.382e-08  1.364e-06
5.0500  1.382e-08  1.364e-06
5.0550  1.382e-08  1.364e-06
5.0600  1.391e-08  1.348e-06
5.0650  1.391e-08  1.348e-06
5.0700  1.391e-08  1.348e-06
5.0750  1.399e-08  1.333e-06
5.0800  1.399e-08  1.333e-06
5.0850  1.408e-08  1.319e-06
5.0892  1.408e-08  1.319e-06
5.0900  1.408e-08  1.319e-06
5.0950  1.408e-08  1.319e-06
5.1000  1.418e-08  1.308e-06
5.1050  1.418e-08  1.308e-06
5.1100  1.418e-08  1.308e-06
5.1150  1.427e-08  1.298e-06
5.1200  1.427e-08  1.298e-06
5.1250  1.427e-08  1.298e-06
5.1300  1.438e-08  1.288e-06
5.1350  1.438e-08  1.288e-06
5.1400  1.438e-08  1.288e-06
5.1450  1.448e-08  1.278e-06
5.1500  1.448e-08  1.278e-06
5.1550  1.448e-08  1.278e-06
5.1600  1.459e-08  1.269e-06
5.1650  1.459e-08  1.269e-06
5.1700  1.459e-08  1.269e-06
5.1750  1.471e-08  1.261e-06
5.1800  1.471e-08  1.261e-06
5.1850  1.482e-08  1.251e-06
5.1872  1.482e-08  1.251e-06
5.1900  1.482e-08  1.251e-06
5.1950  1.482e-08  1.251e-06
5.2000  1.494e-08  1.241e-06
5.2050  1.494e-08  1.241e-06
5.2100  1.494e-08  1.241e-06
5.2150  1.507e-08  1.231e-06
5.2200  1.507e-08  1.231e-06
5.2250  1.507e-08  1.231e-06
5.2300  1.521e-08  3.536e-07
5.2350  1.521e-08  3.536e-07
5.2400  1.521e-08  3.536e-07
5.2450  1.535e-08  3.536e-07
5.2500  1.535e-08  3.536e-07
5.2550  1.535e-08  3.536e-07
5.2600  1.548e-08  3.536e-07
5.2650  1.548e-08  3.536e-07
5.2700  1.548e-08  3.536e-07
5.2750  1.562e-08  3.536e-07
5.2800  1.562e-08  3.536e-07
5.2850  1.562e-08  3.536e-07
5.2871  1.573e-08  3.536e-07
5.2900  1.573e-08  3.536e-07
5.2950  1.573e-08  3.536e-07
5.3000  1.573e-08  3.536e-07
5.3050  1.584e-08  3.536e-07
5.3100  1.584e-08  3.536e-07
5.3150  1.584e-08  3.536e-07
5.3200  1.594e-08  3.536e-07
5.3250  1.594e-08  3.536e-07
5.3300  1.594e-08  3.536e-07
5.3350  1.607e-08  3.536e-07
5.3400  1.607e-08  3.536e-07
5.3450  1.607e-08  3.536e-07
5.3500  1.619e-08  3.536e-07
5.3550  1.619e-08  3.536e-07
5.3600  1.619e-08  3.536e-07
5.3650  1.631e-08  3.536e-07
5.3700  1.631e-08  3.536e-07
5.3750  1.631e-08  3.536e-07
5.3800  1.646e-08  3.536e-07
5.3850  1.646e-08  3.536e-07
5.3889  1.646e-08  3.536e-07
5.3900  1.646e-08  3.536e-07
5.3950  1.663e-08  3.536e-07
5.4000  1.663e-08  3.536e-07
5.4927  6.773e-08  3.402e-07
5.5985  6.909e-08  3.024e-07
