# ANUBIS HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# mass_GeV  u2_min  u2_max
5.3850  6.993e-07  6.993e-07
5.3889  6.993e-07  6.993e-07
5.3900  6.993e-07  6.993e-07
5.3950  6.798e-07  6.798e-07
5.4000  6.798e-07  6.798e-07
5.4927  5.584e-07  5.584e-07
5.5985  4.662e-07  4.662e-07
5.7063  3.803e-07  3.803e-07
5.8162  2.963e-07  2.963e-07
5.9282  2.447e-07  2.447e-07
6.0424  1.979e-07  1.979e-07
6.1588  1.591e-07  1.591e-07
6.2774  1.229e-07  1.229e-07
6.3983  9.828e-08  9.828e-08
6.5215  8.680e-08  8.680e-08
6.6471  7.736e-08  7.736e-08
6.7751  6.878e-08  6.878e-08
6.9056  6.621e-08  6.621e-08
7.0386  6.468e-08  6.468e-08
7.1741  5.541e-08  5.541e-08
7.3123  5.103e-08  5.103e-08
