# SHiP HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Method: vector extraction from PDF path operators (PyMuPDF)
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# Where the SHiP contour upper crossing exceeds the plotted ceiling
# (U²>1e-2), the upper edge is clipped to sentinel value 1.0e-1.
# mass_GeV  u2_min  u2_max
1.9640  5.658e-09  8.036e-04
1.9660  5.650e-09  7.980e-04
1.9680  5.643e-09  7.925e-04
1.9700  5.635e-09  7.870e-04
1.9720  5.628e-09  7.815e-04
1.9740  5.621e-09  7.761e-04
1.9760  5.613e-09  7.708e-04
1.9780  5.606e-09  7.655e-04
1.9800  5.598e-09  7.602e-04
1.9820  5.591e-09  7.549e-04
1.9840  5.584e-09  7.497e-04
1.9860  5.576e-09  7.446e-04
1.9880  5.569e-09  7.395e-04
1.9900  5.562e-09  7.344e-04
1.9919  5.555e-09  7.295e-04
1.9920  5.554e-09  7.294e-04
1.9929  5.551e-09  7.270e-04
1.9940  5.549e-09  7.243e-04
1.9960  5.544e-09  7.193e-04
1.9980  5.539e-09  7.143e-04
1.9985  5.538e-09  7.132e-04
2.0000  5.535e-09  7.094e-04
2.0370  5.450e-09  6.248e-04
2.0762  5.363e-09  5.474e-04
2.0921  5.328e-09  5.191e-04
2.1162  5.297e-09  4.796e-04
2.1569  5.246e-09  4.202e-04
2.1930  5.201e-09  3.746e-04
2.1985  5.199e-09  3.682e-04
2.2408  5.183e-09  3.226e-04
2.2712  5.171e-09  2.938e-04
2.2840  5.177e-09  2.826e-04
2.3213  5.195e-09  2.526e-04
2.3279  5.198e-09  2.474e-04
2.3591  5.213e-09  2.248e-04
2.3728  5.233e-09  2.157e-04
2.4185  5.299e-09  1.880e-04
2.4393  5.330e-09  1.768e-04
2.4651  5.395e-09  1.639e-04
2.4716  5.411e-09  1.608e-04
2.5084  5.504e-09  1.447e-04
2.5125  5.521e-09  1.431e-04
2.5571  5.700e-09  1.262e-04
2.5609  5.716e-09  1.249e-04
2.5782  5.786e-09  1.191e-04
2.6103  5.962e-09  1.092e-04
2.6203  6.018e-09  1.062e-04
2.6574  6.226e-09  9.598e-05
2.6605  6.248e-09  9.519e-05
2.7118  6.623e-09  8.295e-05
2.7215  6.697e-09  8.083e-05
2.7640  7.098e-09  7.229e-05
2.7951  7.405e-09  6.667e-05
2.8172  7.707e-09  6.300e-05
2.8456  8.111e-09  5.860e-05
2.8715  8.540e-09  5.490e-05
2.9268  9.520e-09  4.784e-05
2.9831  1.061e-08  4.169e-05
3.0066  1.110e-08  3.940e-05
3.0406  1.181e-08  3.633e-05
3.0702  1.246e-08  3.388e-05
3.0992  1.294e-08  3.166e-05
3.1147  1.320e-08  3.054e-05
3.1567  1.364e-08  2.773e-05
3.1588  1.365e-08  2.759e-05
3.2017  1.385e-08  2.504e-05
3.2197  1.384e-08  2.405e-05
3.2662  1.384e-08  2.168e-05
3.2817  1.376e-08  2.095e-05
3.2866  1.374e-08  2.073e-05
3.3449  1.347e-08  1.849e-05
3.4063  1.320e-08  1.642e-05
3.4093  1.318e-08  1.633e-05
3.4750  1.275e-08  1.442e-05
3.4775  1.273e-08  1.435e-05
3.5419  1.233e-08  1.248e-05
3.5867  1.206e-08  1.134e-05
3.6101  1.193e-08  1.079e-05
3.6796  1.155e-08  9.335e-06
3.7505  1.118e-08  8.074e-06
3.7801  1.103e-08  7.605e-06
3.8227  1.086e-08  6.983e-06
3.8964  1.059e-08  6.039e-06
3.9438  1.042e-08  5.508e-06
3.9625  1.035e-08  5.307e-06
3.9714  1.033e-08  5.214e-06
4.0446  1.017e-08  4.516e-06
4.0479  1.017e-08  4.488e-06
4.1193  1.010e-08  3.911e-06
4.1258  1.009e-08  3.861e-06
4.1695  1.005e-08  3.543e-06
4.2053  1.006e-08  3.303e-06
4.2863  1.007e-08  2.826e-06
4.2885  1.007e-08  2.814e-06
4.3428  1.016e-08  2.539e-06
4.3689  1.021e-08  2.409e-06
4.3960  1.025e-08  2.281e-06
4.4530  1.043e-08  2.036e-06
4.4792  1.052e-08  1.933e-06
4.5388  1.087e-08  1.721e-06
4.5438  1.090e-08  1.705e-06
4.5511  1.094e-08  1.678e-06
4.6262  1.162e-08  1.427e-06
4.6416  1.176e-08  1.380e-06
4.7019  1.250e-08  1.215e-06
4.7153  1.273e-08  1.181e-06
4.7362  1.310e-08  1.130e-06
4.7918  1.411e-08  9.857e-07
4.8000  1.432e-08  9.662e-07
4.8050  1.445e-08  9.545e-07
4.8061  1.448e-08  9.519e-07
4.8100  1.458e-08  9.429e-07
4.8150  1.472e-08  9.314e-07
4.8200  1.485e-08  9.202e-07
4.8250  1.499e-08  9.090e-07
4.8300  1.513e-08  8.981e-07
4.8350  1.526e-08  8.872e-07
4.8370  1.532e-08  8.829e-07
4.8400  1.540e-08  8.753e-07
4.8450  1.555e-08  8.627e-07
4.8500  1.569e-08  8.504e-07
4.8550  1.583e-08  8.382e-07
4.8600  1.597e-08  8.262e-07
4.8606  1.599e-08  8.248e-07
4.8650  1.617e-08  8.144e-07
4.8700  1.637e-08  8.028e-07
4.8750  1.657e-08  7.913e-07
4.8800  1.677e-08  7.801e-07
4.8850  1.698e-08  7.690e-07
4.8900  1.719e-08  7.580e-07
4.8950  1.740e-08  7.473e-07
4.8986  1.755e-08  7.395e-07
4.9000  1.761e-08  7.367e-07
4.9050  1.783e-08  7.262e-07
4.9100  1.804e-08  7.159e-07
4.9150  1.826e-08  7.058e-07
4.9188  1.844e-08  6.982e-07
4.9200  1.849e-08  6.953e-07
4.9250  1.871e-08  6.830e-07
4.9283  1.886e-08  6.751e-07
4.9300  1.897e-08  6.710e-07
4.9350  1.930e-08  6.593e-07
4.9400  1.964e-08  6.477e-07
4.9450  1.998e-08  6.364e-07
4.9500  2.032e-08  6.253e-07
4.9550  2.067e-08  6.143e-07
4.9600  2.103e-08  6.036e-07
4.9650  2.139e-08  5.931e-07
4.9700  2.176e-08  5.827e-07
4.9750  2.214e-08  5.726e-07
4.9800  2.252e-08  5.627e-07
4.9832  2.276e-08  5.564e-07
4.9850  2.290e-08  5.517e-07
4.9900  2.330e-08  5.390e-07
4.9904  2.333e-08  5.380e-07
4.9930  2.364e-08  5.315e-07
4.9950  2.389e-08  5.266e-07
5.0000  2.451e-08  5.145e-07
5.0050  2.514e-08  5.027e-07
5.0100  2.580e-08  4.911e-07
5.0150  2.646e-08  4.799e-07
5.0200  2.715e-08  4.689e-07
5.0250  2.785e-08  4.582e-07
5.0300  2.857e-08  4.477e-07
5.0350  2.931e-08  4.375e-07
5.0376  2.971e-08  4.322e-07
5.0400  3.007e-08  4.253e-07
5.0450  3.084e-08  4.110e-07
5.0460  3.099e-08  4.083e-07
5.0500  3.202e-08  3.973e-07
5.0550  3.334e-08  3.840e-07
5.0600  3.472e-08  3.712e-07
5.0650  3.615e-08  3.588e-07
5.0700  3.763e-08  3.468e-07
5.0750  3.918e-08  3.352e-07
5.0800  4.079e-08  3.241e-07
5.0804  4.093e-08  3.232e-07
5.0834  4.193e-08  3.117e-07
5.0850  4.286e-08  3.059e-07
5.0892  4.540e-08  2.910e-07
5.0900  4.594e-08  2.880e-07
5.0950  4.924e-08  2.713e-07
5.1000  5.277e-08  2.555e-07
5.1050  5.655e-08  2.407e-07
5.1100  6.060e-08  2.267e-07
5.1117  6.207e-08  2.221e-07
5.1120  6.228e-08  2.204e-07
5.1150  7.447e-08  2.002e-07
5.1200  1.000e-07  1.709e-07
5.1250  1.343e-07  1.459e-07
